shipment_id,vaccine_type,transport_mode,route,temperature_avg_c,temperature_max_c,temperature_min_c,humidity_pct,vibration_g,door_open_count,transit_duration_hrs,power_outage_mins,temp_excursion,temp_excursion_duration_mins,cold_chain_failure
SHP-02057,Polio,Rail,Chennai-Kolkata,3.62,5.34,3.39,47.21,0.0468,4,8.34,6.8,0,0.0,0
SHP-02058,Polio,Air,Chennai-Kolkata,5.21,7.4,5.14,50.09,0.295,4,41.21,12.66,0,0.0,0
SHP-02059,Hepatitis-B,Rail,Chennai-Kolkata,2.97,4.03,2.41,49.96,0.8154,1,49.81,7.22,0,0.0,0
SHP-02060,Hepatitis-B,Sea,Delhi-Mumbai,1.87,1.98,-0.36,52.12,0.052,1,33.25,9.67,1,35.14,0
SHP-02061,COVID-19-mRNA,Sea,Bengaluru-Pune,5.52,7.03,5.52,44.25,0.1612,2,31.4,4.26,0,0.0,0
SHP-02062,Hepatitis-B,Road,Lucknow-Ahmedabad,3.64,6.04,3.23,46.86,0.2335,2,41.81,5.17,0,0.0,0
SHP-02063,Influenza,Road,Lucknow-Ahmedabad,4.08,6.2,2.86,62.67,0.0549,4,65.84,17.17,0,0.0,0
SHP-02064,Polio,Rail,Jaipur-Hyderabad,6.72,7.52,6.0,56.85,0.7184,4,23.22,10.21,0,0.0,0
SHP-02065,COVID-19-mRNA,Air,Delhi-Mumbai,3.72,6.39,2.09,53.48,0.7731,6,32.34,7.51,0,0.0,0
SHP-02066,Influenza,Road,Chennai-Kolkata,4.04,4.04,2.77,55.03,0.9036,6,49.1,5.78,0,0.0,0
SHP-02067,COVID-19-mRNA,Air,Bengaluru-Pune,2.5,6.38,2.05,54.54,0.4384,1,18.28,2.22,0,0.0,0
SHP-02068,COVID-19-mRNA,Road,Delhi-Mumbai,5.08,5.29,3.53,52.91,0.3539,1,61.1,3.97,0,0.0,0
SHP-02069,COVID-19-mRNA,Air,Delhi-Mumbai,4.87,5.74,4.82,60.17,0.1523,2,49.96,0.28,0,0.0,0
SHP-02070,Polio,Air,Bengaluru-Pune,6.25,8.35,5.22,59.43,0.5323,0,29.25,2.69,1,15.48,0
SHP-02071,Influenza,Road,Chennai-Kolkata,2.55,4.47,1.34,39.28,0.294,4,53.66,0.59,1,14.49,0
SHP-02072,Hepatitis-B,Road,Delhi-Mumbai,2.86,3.62,1.48,53.68,1.7664,1,24.44,6.52,1,109.14,0
SHP-02073,COVID-19-mRNA,Road,Lucknow-Ahmedabad,5.98,6.19,4.47,39.94,1.7238,3,57.11,11.14,0,0.0,0
SHP-02074,Rotavirus,Air,Lucknow-Ahmedabad,4.63,5.4,3.84,61.36,1.178,2,10.67,0.96,0,0.0,0
SHP-02075,Rotavirus,Road,Bengaluru-Pune,1.73,2.96,0.79,62.68,0.2232,2,34.17,1.41,1,118.45,0
SHP-02076,Rotavirus,Air,Chennai-Kolkata,7.27,7.49,5.89,48.89,0.2294,6,23.27,9.72,0,0.0,0
SHP-02077,COVID-19-mRNA,Road,Bengaluru-Pune,-0.25,1.42,-0.74,53.83,0.9576,1,59.9,4.41,1,14.71,0
SHP-02078,Polio,Road,Delhi-Mumbai,5.96,8.63,4.8,33.89,0.6531,10,55.68,4.44,1,70.64,0
SHP-02079,Rotavirus,Road,Lucknow-Ahmedabad,0.84,0.91,0.39,64.73,0.6093,0,61.56,4.14,1,79.68,0
SHP-02080,Influenza,Road,Jaipur-Hyderabad,8.71,10.61,8.05,62.1,0.164,0,49.0,1.23,1,15.95,1
SHP-02081,COVID-19-mRNA,Road,Bengaluru-Pune,0.14,1.53,-0.53,66.5,0.8959,4,58.49,1.39,1,90.09,1
SHP-02082,COVID-19-mRNA,Rail,Jaipur-Hyderabad,6.88,7.0,6.61,69.87,0.4331,5,34.96,14.94,0,0.0,0
SHP-02083,Polio,Road,Jaipur-Hyderabad,3.8,6.42,3.54,42.76,0.2961,3,50.75,6.43,0,0.0,0
SHP-02084,Rotavirus,Road,Lucknow-Ahmedabad,3.08,3.94,2.43,63.88,1.0028,5,8.05,0.47,0,0.0,0
SHP-02085,Hepatitis-B,Road,Bengaluru-Pune,4.46,7.34,2.79,69.79,0.2506,1,64.13,1.26,0,0.0,0
SHP-02086,Polio,Air,Jaipur-Hyderabad,5.58,8.85,4.44,40.05,0.5306,0,51.2,4.93,1,91.02,0
SHP-02087,COVID-19-mRNA,Road,Delhi-Mumbai,1.74,3.51,0.66,53.29,0.3136,4,63.16,1.67,1,96.87,0
SHP-02088,Hepatitis-B,Road,Chennai-Kolkata,1.96,3.19,1.17,51.37,0.4491,4,56.88,1.45,1,18.53,0
SHP-02089,Influenza,Road,Chennai-Kolkata,5.62,6.58,5.1,63.55,0.0207,6,24.9,1.13,0,0.0,0
SHP-02090,Polio,Air,Lucknow-Ahmedabad,-0.27,0.42,-1.51,31.06,0.3091,5,24.01,1.03,1,105.05,1
SHP-02091,Influenza,Air,Bengaluru-Pune,2.54,5.01,1.91,73.16,0.4065,1,58.78,4.75,1,14.97,0
SHP-02092,Rotavirus,Sea,Bengaluru-Pune,11.6,13.25,11.49,53.87,0.3393,4,18.19,11.81,1,14.3,1
SHP-02093,COVID-19-mRNA,Road,Chennai-Kolkata,1.58,2.3,0.32,64.16,0.94,2,13.3,2.24,1,70.6,0
SHP-02094,Hepatitis-B,Air,Delhi-Mumbai,6.87,7.68,6.06,54.4,0.1863,3,6.99,0.65,0,0.0,0
SHP-02095,COVID-19-mRNA,Road,Chennai-Kolkata,2.54,3.83,1.98,59.92,1.0774,4,25.7,0.66,1,117.81,0
SHP-02096,Influenza,Road,Chennai-Kolkata,5.27,7.3,3.59,31.79,0.2583,5,12.55,13.57,0,0.0,0
SHP-02097,Hepatitis-B,Rail,Bengaluru-Pune,5.64,6.07,5.55,51.15,0.5929,1,58.91,3.76,0,0.0,0
SHP-02098,Hepatitis-B,Air,Jaipur-Hyderabad,6.82,7.4,6.26,63.48,0.0454,4,37.98,3.14,0,0.0,0
SHP-02099,Influenza,Air,Delhi-Mumbai,3.5,6.67,3.25,57.89,0.1117,4,22.67,11.07,0,0.0,0
SHP-02100,Polio,Rail,Bengaluru-Pune,8.97,9.76,8.56,38.63,0.716,1,45.74,3.54,1,82.56,0
SHP-02101,Rotavirus,Air,Chennai-Kolkata,2.53,3.91,2.25,55.61,0.0062,3,10.64,3.28,0,0.0,0
SHP-02102,Hepatitis-B,Air,Jaipur-Hyderabad,4.59,6.62,4.13,46.81,1.7293,1,53.92,13.06,0,0.0,0
SHP-02103,COVID-19-mRNA,Sea,Delhi-Mumbai,4.61,5.59,4.18,45.95,0.1057,3,39.09,3.22,0,0.0,0
SHP-02104,Hepatitis-B,Road,Lucknow-Ahmedabad,1.2,3.07,1.07,39.79,1.1579,4,6.43,2.48,1,32.13,0
SHP-02105,Influenza,Road,Delhi-Mumbai,3.29,4.04,1.77,61.19,0.3628,2,27.07,4.36,1,35.43,0
SHP-02106,Polio,Air,Delhi-Mumbai,4.4,5.22,3.57,66.13,0.4157,1,55.51,18.91,0,0.0,0
SHP-02107,Rotavirus,Air,Chennai-Kolkata,2.92,3.33,2.26,76.2,0.0439,1,18.42,16.6,0,0.0,0
SHP-02108,Rotavirus,Air,Chennai-Kolkata,10.1,11.04,8.87,40.26,0.2272,0,69.48,7.47,1,73.19,1
SHP-02109,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,1.9,3.14,0.66,62.67,0.0849,3,65.18,3.46,1,64.72,0
SHP-02110,Rotavirus,Road,Lucknow-Ahmedabad,6.95,7.35,5.97,63.33,0.3732,3,57.36,10.66,0,0.0,0
SHP-02111,COVID-19-mRNA,Road,Lucknow-Ahmedabad,6.14,6.88,5.87,49.19,0.4001,8,11.18,2.72,0,0.0,0
SHP-02112,COVID-19-mRNA,Sea,Bengaluru-Pune,3.97,4.98,0.97,45.82,0.6184,2,29.35,5.11,1,25.52,0
SHP-02113,COVID-19-mRNA,Road,Bengaluru-Pune,1.84,2.25,0.59,44.14,1.053,4,25.68,0.99,1,116.62,0
SHP-02114,Rotavirus,Air,Chennai-Kolkata,2.08,2.57,1.13,49.73,0.3157,2,15.08,5.41,1,73.22,0
SHP-02115,Hepatitis-B,Road,Chennai-Kolkata,2.71,2.78,1.96,57.03,0.1329,4,71.97,1.62,1,41.55,0
SHP-02116,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,-0.46,0.23,-0.53,68.6,0.2029,6,15.72,7.39,1,88.41,1
SHP-02117,Polio,Rail,Bengaluru-Pune,1.49,2.08,0.71,66.05,0.939,4,26.81,2.67,1,106.81,0
SHP-02118,Hepatitis-B,Air,Jaipur-Hyderabad,0.29,0.84,-0.78,38.85,0.0788,3,64.09,2.54,1,42.61,0
SHP-02119,COVID-19-mRNA,Road,Bengaluru-Pune,7.36,8.64,6.37,47.11,0.4934,2,15.53,6.86,1,45.7,0
SHP-02120,Rotavirus,Road,Chennai-Kolkata,5.55,5.88,4.95,68.0,0.0066,1,36.99,2.77,0,0.0,0
SHP-02121,Influenza,Sea,Bengaluru-Pune,5.96,6.95,5.86,47.69,0.141,4,70.4,6.26,0,0.0,0
SHP-02122,Hepatitis-B,Air,Chennai-Kolkata,5.47,7.67,4.55,54.43,0.4475,1,22.32,9.66,0,0.0,0
SHP-02123,Rotavirus,Road,Lucknow-Ahmedabad,4.42,5.89,3.67,37.95,0.3048,2,52.4,0.74,0,0.0,0
SHP-02124,Polio,Rail,Lucknow-Ahmedabad,7.65,7.67,7.52,66.53,0.3402,0,11.28,3.26,0,0.0,0
SHP-02125,Rotavirus,Road,Lucknow-Ahmedabad,2.47,2.79,2.08,35.87,0.5402,6,45.66,14.49,0,0.0,0
SHP-02126,Hepatitis-B,Road,Jaipur-Hyderabad,4.27,5.84,1.68,38.57,0.1337,1,28.38,8.36,1,73.25,0
SHP-02127,Hepatitis-B,Air,Jaipur-Hyderabad,5.87,6.58,5.85,65.51,0.1648,3,52.17,18.17,0,0.0,0
SHP-02128,COVID-19-mRNA,Road,Chennai-Kolkata,0.7,2.76,-0.05,74.2,0.5767,2,34.57,9.84,1,65.18,1
SHP-02129,Rotavirus,Road,Delhi-Mumbai,11.74,11.85,10.34,52.09,0.3864,2,25.73,1.86,1,74.07,1
SHP-02130,Polio,Sea,Jaipur-Hyderabad,4.07,4.53,1.13,54.53,0.0073,2,42.04,0.99,1,59.99,0
SHP-02131,COVID-19-mRNA,Road,Chennai-Kolkata,4.35,4.75,4.0,64.08,0.5548,0,15.22,1.18,0,0.0,0
SHP-02132,COVID-19-mRNA,Road,Bengaluru-Pune,7.14,9.35,5.42,57.89,0.4839,4,59.75,1.22,1,34.01,0
SHP-02133,Hepatitis-B,Road,Lucknow-Ahmedabad,6.29,10.02,6.17,51.27,0.0409,3,55.55,0.39,1,115.83,1
SHP-02134,Hepatitis-B,Air,Lucknow-Ahmedabad,4.1,5.78,3.89,50.15,0.6882,7,41.97,11.86,0,0.0,0
SHP-02135,Influenza,Road,Lucknow-Ahmedabad,4.33,5.51,2.35,39.33,0.3692,0,30.23,3.49,0,0.0,0
SHP-02136,Rotavirus,Road,Chennai-Kolkata,0.24,0.92,-1.43,57.33,0.1145,5,66.4,0.53,1,19.58,0
SHP-02137,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,2.61,7.61,1.74,54.08,0.4098,2,47.87,7.19,1,119.27,0
SHP-02138,Influenza,Road,Jaipur-Hyderabad,5.29,7.22,4.71,50.62,0.4525,3,24.8,1.97,0,0.0,0
SHP-02139,COVID-19-mRNA,Road,Bengaluru-Pune,5.11,6.65,4.43,44.98,1.2636,4,59.24,0.37,0,0.0,0
SHP-02140,Rotavirus,Air,Lucknow-Ahmedabad,7.05,7.81,6.79,45.99,0.6777,1,47.91,1.05,0,0.0,0
SHP-02141,Influenza,Sea,Chennai-Kolkata,3.7,3.95,3.46,61.18,0.1797,2,14.38,5.36,0,0.0,0
SHP-02142,Hepatitis-B,Air,Bengaluru-Pune,0.53,1.14,-1.03,63.82,0.0629,6,13.54,7.9,1,68.79,1
SHP-02143,Influenza,Rail,Lucknow-Ahmedabad,6.64,7.6,5.58,51.73,0.9593,2,67.91,1.46,0,0.0,0
SHP-02144,Polio,Road,Delhi-Mumbai,7.59,8.93,7.48,50.68,0.9356,2,25.0,4.3,1,60.15,0
SHP-02145,Polio,Sea,Lucknow-Ahmedabad,6.25,7.47,6.14,46.46,0.0964,1,49.79,0.0,0,0.0,0
SHP-02146,Influenza,Road,Jaipur-Hyderabad,3.59,3.97,2.99,64.37,0.0321,4,8.4,1.63,0,0.0,0
SHP-02147,Polio,Rail,Bengaluru-Pune,6.61,7.23,5.82,55.31,0.6222,2,42.73,1.0,0,0.0,0
SHP-02148,Polio,Air,Jaipur-Hyderabad,12.57,14.21,12.26,58.68,0.6411,3,21.25,0.4,1,84.31,1
SHP-02149,Polio,Road,Delhi-Mumbai,4.29,5.41,2.54,58.58,0.0975,2,15.22,3.31,0,0.0,0
SHP-02150,Influenza,Road,Delhi-Mumbai,0.72,2.06,-0.07,51.92,0.5516,2,57.05,4.99,1,32.03,0
SHP-02151,Polio,Rail,Jaipur-Hyderabad,2.53,3.79,1.48,43.35,0.1635,4,59.43,0.24,1,64.03,0
SHP-02152,COVID-19-mRNA,Air,Bengaluru-Pune,5.56,6.65,3.51,45.04,0.151,4,53.2,0.74,0,0.0,0
SHP-02153,Influenza,Sea,Delhi-Mumbai,-0.01,0.76,-1.83,66.28,0.1962,3,6.74,13.46,1,84.48,0
SHP-02154,Influenza,Rail,Delhi-Mumbai,4.42,5.79,3.57,47.74,0.3674,4,24.8,1.26,0,0.0,0
SHP-02155,COVID-19-mRNA,Road,Lucknow-Ahmedabad,4.95,6.69,4.23,50.9,0.816,4,29.82,7.14,0,0.0,0
SHP-02156,COVID-19-mRNA,Rail,Chennai-Kolkata,7.84,9.45,6.7,43.66,0.3452,3,51.6,6.89,1,19.54,0
SHP-02157,COVID-19-mRNA,Road,Delhi-Mumbai,7.28,7.67,5.42,42.84,0.1769,1,55.87,1.94,0,0.0,0
SHP-02158,Polio,Road,Bengaluru-Pune,6.16,8.69,4.63,47.31,1.077,2,47.44,1.14,1,82.14,0
SHP-02159,Polio,Road,Bengaluru-Pune,-1.41,0.88,-2.36,71.88,0.0283,3,58.08,1.4,1,93.49,1
SHP-02160,Influenza,Road,Lucknow-Ahmedabad,6.3,8.95,5.42,61.58,0.7975,0,34.2,4.17,1,40.16,0
SHP-02161,Hepatitis-B,Road,Bengaluru-Pune,5.76,6.31,4.83,49.73,0.7671,3,41.76,2.4,0,0.0,0
SHP-02162,Hepatitis-B,Road,Lucknow-Ahmedabad,4.64,5.21,3.0,65.83,0.1462,2,10.24,3.42,0,0.0,0
SHP-02163,Polio,Road,Delhi-Mumbai,-0.33,-0.03,-1.41,53.48,0.1105,5,34.19,8.35,1,10.5,1
SHP-02164,Influenza,Road,Delhi-Mumbai,2.06,3.1,0.64,68.54,1.0385,1,34.55,3.49,1,73.42,0
SHP-02165,Polio,Road,Delhi-Mumbai,1.08,1.19,0.37,77.12,0.4092,0,46.36,26.73,1,83.6,0
SHP-02166,Rotavirus,Air,Delhi-Mumbai,-1.04,0.07,-1.37,65.28,0.0236,1,30.94,5.48,1,40.41,0
SHP-02167,Hepatitis-B,Rail,Chennai-Kolkata,3.99,5.04,2.72,55.95,1.1074,2,21.74,1.16,0,0.0,0
SHP-02168,COVID-19-mRNA,Road,Chennai-Kolkata,2.01,2.74,1.88,61.99,0.2146,2,21.68,3.46,1,36.7,0
SHP-02169,Hepatitis-B,Road,Delhi-Mumbai,10.56,11.92,10.45,55.15,0.2094,2,14.84,8.39,1,88.71,1
SHP-02170,Polio,Air,Bengaluru-Pune,3.58,4.73,3.26,36.64,0.5154,5,52.27,1.23,0,0.0,0
SHP-02171,Hepatitis-B,Road,Lucknow-Ahmedabad,7.23,9.29,6.85,48.45,0.5413,4,47.09,6.54,1,105.91,0
SHP-02172,COVID-19-mRNA,Rail,Jaipur-Hyderabad,0.08,0.83,-0.93,45.48,0.2179,3,44.23,0.17,1,69.92,1
SHP-02173,COVID-19-mRNA,Road,Lucknow-Ahmedabad,2.67,4.64,1.79,48.23,0.0773,5,41.05,14.29,1,30.31,0
SHP-02174,Rotavirus,Road,Jaipur-Hyderabad,4.24,5.51,3.8,72.94,0.4018,3,30.26,5.44,0,0.0,0
SHP-02175,COVID-19-mRNA,Air,Jaipur-Hyderabad,1.73,2.83,0.39,66.22,0.4907,5,56.74,0.89,1,95.54,0
SHP-02176,Influenza,Road,Delhi-Mumbai,2.94,3.24,2.92,59.41,0.9839,3,66.85,10.37,0,0.0,0
SHP-02177,COVID-19-mRNA,Sea,Jaipur-Hyderabad,3.46,4.01,2.95,63.12,0.3313,4,35.04,0.43,0,0.0,0
SHP-02178,Hepatitis-B,Rail,Delhi-Mumbai,3.42,6.76,2.66,36.08,0.5188,2,33.0,2.6,0,0.0,0
SHP-02179,Hepatitis-B,Air,Chennai-Kolkata,8.64,8.88,7.81,62.28,0.028,5,16.74,6.68,1,102.98,0
SHP-02180,Hepatitis-B,Road,Bengaluru-Pune,4.95,5.45,3.99,64.4,1.1246,1,50.27,13.86,0,0.0,0
SHP-02181,Polio,Air,Jaipur-Hyderabad,5.2,6.61,4.42,32.6,0.1982,4,42.83,2.14,0,0.0,0
SHP-02182,COVID-19-mRNA,Road,Bengaluru-Pune,5.35,6.74,4.66,62.65,0.5001,2,71.21,8.87,0,0.0,0
SHP-02183,COVID-19-mRNA,Rail,Delhi-Mumbai,5.53,5.88,3.6,40.76,1.2388,3,44.57,1.1,0,0.0,0
SHP-02184,Polio,Rail,Jaipur-Hyderabad,3.79,4.03,3.28,35.3,0.8318,4,25.05,0.18,0,0.0,0
SHP-02185,Hepatitis-B,Air,Lucknow-Ahmedabad,3.2,6.23,2.73,68.26,0.5076,3,43.15,0.15,0,0.0,0
SHP-02186,Rotavirus,Sea,Chennai-Kolkata,4.42,4.57,4.05,44.93,0.608,2,70.99,5.37,0,0.0,0
SHP-02187,Rotavirus,Road,Chennai-Kolkata,6.89,7.55,5.57,47.84,1.2686,3,53.74,0.84,0,0.0,0
SHP-02188,Influenza,Road,Jaipur-Hyderabad,6.82,7.78,4.88,64.9,0.8359,8,14.49,0.26,0,0.0,0
SHP-02189,Influenza,Road,Chennai-Kolkata,3.4,5.99,2.92,51.95,0.4706,3,28.65,18.81,0,0.0,0
SHP-02190,Hepatitis-B,Road,Lucknow-Ahmedabad,5.92,7.15,5.2,53.2,0.5375,3,25.71,1.39,0,0.0,0
SHP-02191,COVID-19-mRNA,Road,Bengaluru-Pune,3.51,7.04,1.75,52.98,0.0797,3,62.55,3.1,1,59.08,0
SHP-02192,Rotavirus,Road,Lucknow-Ahmedabad,4.08,4.09,3.31,58.48,0.3176,5,46.34,4.75,0,0.0,0
SHP-02193,Hepatitis-B,Road,Chennai-Kolkata,2.82,3.12,2.46,52.74,0.1791,2,59.47,0.78,0,0.0,0
SHP-02194,Hepatitis-B,Air,Bengaluru-Pune,3.55,6.91,2.22,56.14,0.2828,4,17.63,2.21,0,0.0,0
SHP-02195,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,7.35,10.1,6.4,49.96,0.5427,2,65.93,5.22,1,39.95,1
SHP-02196,Polio,Road,Delhi-Mumbai,4.23,5.58,2.97,58.52,0.0808,4,9.85,5.1,0,0.0,0
SHP-02197,Polio,Air,Delhi-Mumbai,4.34,4.54,3.06,58.14,0.0088,4,30.74,9.23,0,0.0,0
SHP-02198,Rotavirus,Rail,Bengaluru-Pune,0.38,0.68,0.32,73.98,0.2529,2,6.93,2.88,1,60.41,0
SHP-02199,Hepatitis-B,Sea,Bengaluru-Pune,3.23,4.05,2.84,51.19,0.1944,4,18.16,11.03,0,0.0,0
SHP-02200,Polio,Sea,Bengaluru-Pune,3.4,3.52,3.06,53.16,0.2727,3,69.51,5.73,0,0.0,0
SHP-02201,Rotavirus,Road,Delhi-Mumbai,1.93,3.82,0.25,57.39,1.3384,5,11.18,4.13,1,47.33,0
SHP-02202,COVID-19-mRNA,Air,Lucknow-Ahmedabad,4.05,4.59,3.92,64.64,0.6139,6,15.6,0.62,0,0.0,0
SHP-02203,Polio,Road,Bengaluru-Pune,2.93,6.41,0.68,44.08,0.1983,5,67.04,4.27,1,92.93,0
SHP-02204,COVID-19-mRNA,Air,Delhi-Mumbai,4.2,4.24,3.96,56.04,0.0988,3,52.87,4.52,0,0.0,0
SHP-02205,Influenza,Sea,Bengaluru-Pune,4.3,5.2,3.11,29.92,0.4818,1,32.86,7.11,0,0.0,0
SHP-02206,Rotavirus,Air,Bengaluru-Pune,1.61,3.14,1.52,52.28,0.5359,5,10.54,6.35,1,60.48,0
SHP-02207,COVID-19-mRNA,Road,Bengaluru-Pune,3.0,5.64,1.47,65.73,0.3305,3,57.81,3.77,1,68.35,0
SHP-02208,Rotavirus,Road,Delhi-Mumbai,4.19,4.69,3.74,47.74,0.1196,3,38.52,4.49,0,0.0,0
SHP-02209,COVID-19-mRNA,Road,Lucknow-Ahmedabad,6.96,9.05,5.12,56.77,0.0145,4,27.32,7.4,1,89.3,0
SHP-02210,Rotavirus,Rail,Delhi-Mumbai,4.64,5.12,4.53,49.71,0.1544,1,29.81,2.17,0,0.0,0
SHP-02211,Influenza,Road,Delhi-Mumbai,2.35,3.79,2.05,46.41,0.3055,3,39.35,0.72,0,0.0,0
SHP-02212,Influenza,Air,Bengaluru-Pune,5.0,7.62,3.92,64.71,0.7754,4,42.38,10.37,0,0.0,0
SHP-02213,COVID-19-mRNA,Road,Jaipur-Hyderabad,8.27,9.05,6.45,44.55,0.9612,3,59.99,16.76,1,86.57,0
SHP-02214,Rotavirus,Road,Jaipur-Hyderabad,6.29,6.3,5.38,57.93,0.2663,2,56.93,2.8,0,0.0,0
SHP-02215,Influenza,Air,Jaipur-Hyderabad,5.37,6.4,4.93,58.08,0.7951,3,56.63,23.18,0,0.0,0
SHP-02216,Polio,Road,Delhi-Mumbai,5.81,6.23,5.14,46.48,2.5068,4,54.13,1.95,0,0.0,0
SHP-02217,Influenza,Road,Bengaluru-Pune,7.6,7.7,7.43,56.56,0.6305,4,56.01,0.34,0,0.0,0
SHP-02218,COVID-19-mRNA,Road,Jaipur-Hyderabad,6.69,8.68,5.23,45.65,0.6521,2,50.72,4.25,1,14.22,0
SHP-02219,Rotavirus,Sea,Chennai-Kolkata,5.42,5.82,5.38,60.22,1.2014,2,63.29,10.13,0,0.0,0
SHP-02220,COVID-19-mRNA,Sea,Chennai-Kolkata,6.67,7.61,6.31,41.85,0.2064,2,42.79,4.8,0,0.0,0
SHP-02221,Influenza,Sea,Chennai-Kolkata,1.3,1.48,0.09,51.6,0.0056,2,40.38,0.05,1,16.49,0
SHP-02222,Hepatitis-B,Air,Lucknow-Ahmedabad,0.24,1.6,-1.08,52.47,2.1705,4,52.29,0.06,1,90.99,1
SHP-02223,COVID-19-mRNA,Air,Bengaluru-Pune,4.39,4.97,3.39,66.13,0.3371,0,16.96,6.44,0,0.0,0
SHP-02224,COVID-19-mRNA,Road,Delhi-Mumbai,4.17,5.49,2.8,56.4,0.7701,4,57.28,9.33,0,0.0,0
SHP-02225,COVID-19-mRNA,Rail,Delhi-Mumbai,2.64,4.62,1.27,64.55,0.837,3,67.79,1.46,1,104.08,0
SHP-02226,Polio,Sea,Bengaluru-Pune,6.06,6.3,5.76,60.55,0.2533,3,25.55,3.18,0,0.0,0
SHP-02227,Polio,Rail,Lucknow-Ahmedabad,-0.66,0.13,-1.44,60.48,0.3897,3,46.33,16.23,1,18.59,1
SHP-02228,Hepatitis-B,Air,Bengaluru-Pune,2.66,3.17,1.58,51.68,0.3882,2,8.15,3.09,1,60.64,0
SHP-02229,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,2.79,3.86,2.74,65.21,0.1244,6,56.54,0.73,0,0.0,0
SHP-02230,COVID-19-mRNA,Road,Jaipur-Hyderabad,-0.09,0.83,-1.99,51.44,0.0626,3,42.94,12.13,1,65.93,0
SHP-02231,Influenza,Air,Jaipur-Hyderabad,7.74,9.32,6.88,37.7,0.3922,2,50.46,3.42,1,116.24,0
SHP-02232,COVID-19-mRNA,Road,Lucknow-Ahmedabad,0.6,0.82,-1.13,52.85,0.064,4,15.44,2.11,1,23.68,0
SHP-02233,Rotavirus,Air,Bengaluru-Pune,2.53,3.58,2.25,59.53,0.2124,4,59.42,0.51,0,0.0,0
SHP-02234,Rotavirus,Road,Jaipur-Hyderabad,6.27,6.3,5.48,38.93,0.1029,3,22.89,3.06,0,0.0,0
SHP-02235,Hepatitis-B,Road,Bengaluru-Pune,5.62,7.68,4.69,46.15,0.6136,4,51.2,7.34,0,0.0,0
SHP-02236,Hepatitis-B,Road,Jaipur-Hyderabad,1.23,1.67,-0.1,42.69,1.0279,4,45.15,6.31,1,97.64,1
SHP-02237,Rotavirus,Road,Bengaluru-Pune,5.71,6.6,5.48,62.87,0.4313,5,49.15,3.43,0,0.0,0
SHP-02238,COVID-19-mRNA,Rail,Bengaluru-Pune,4.72,5.85,3.26,71.73,0.2639,3,9.32,6.36,0,0.0,0
SHP-02239,COVID-19-mRNA,Road,Chennai-Kolkata,9.83,11.37,9.53,52.9,2.8483,4,54.96,2.16,1,76.9,1
SHP-02240,COVID-19-mRNA,Road,Lucknow-Ahmedabad,5.01,8.49,4.67,60.32,0.0107,1,58.49,6.65,1,77.14,0
SHP-02241,Influenza,Rail,Delhi-Mumbai,3.65,4.83,3.15,60.06,0.1814,0,37.34,0.45,0,0.0,0
SHP-02242,COVID-19-mRNA,Sea,Lucknow-Ahmedabad,1.86,3.63,0.47,70.54,0.1633,5,32.98,1.11,1,77.85,0
SHP-02243,Hepatitis-B,Air,Bengaluru-Pune,2.14,2.4,0.84,48.47,0.2202,1,28.61,10.51,1,22.82,0
SHP-02244,Rotavirus,Road,Bengaluru-Pune,1.94,3.25,1.75,52.8,0.1311,4,67.24,1.74,1,79.74,0
SHP-02245,Rotavirus,Road,Lucknow-Ahmedabad,7.43,7.56,6.66,51.59,0.1534,2,55.83,1.15,0,0.0,0
SHP-02246,Hepatitis-B,Air,Bengaluru-Pune,4.04,5.62,3.09,55.75,0.149,6,52.11,0.47,0,0.0,0
SHP-02247,COVID-19-mRNA,Road,Jaipur-Hyderabad,5.41,5.58,4.26,80.04,0.3524,3,67.09,2.5,0,0.0,0
SHP-02248,Influenza,Rail,Bengaluru-Pune,7.79,8.68,6.9,55.31,0.248,2,29.02,0.35,1,79.92,0
SHP-02249,Hepatitis-B,Air,Lucknow-Ahmedabad,-1.9,-1.29,-3.32,46.45,0.5098,3,47.59,3.44,1,10.34,0
SHP-02250,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,7.2,8.11,5.83,43.46,0.3612,3,51.28,12.58,1,23.42,0
SHP-02251,COVID-19-mRNA,Rail,Lucknow-Ahmedabad,4.14,5.89,2.17,67.53,0.1013,1,71.75,7.74,0,0.0,0
SHP-02252,Rotavirus,Sea,Chennai-Kolkata,5.09,5.45,3.98,46.41,0.8305,5,34.19,0.21,0,0.0,0
SHP-02253,Hepatitis-B,Road,Chennai-Kolkata,1.93,1.97,-0.14,61.64,0.3195,0,32.41,1.78,1,115.19,1
SHP-02254,Influenza,Sea,Chennai-Kolkata,2.11,3.36,1.74,48.2,0.0832,2,11.58,1.04,1,108.35,0
SHP-02255,Rotavirus,Road,Chennai-Kolkata,5.22,6.51,5.12,42.33,0.0913,3,12.5,0.35,0,0.0,0
SHP-02256,Hepatitis-B,Road,Chennai-Kolkata,9.96,11.39,9.43,61.05,0.7972,2,39.78,0.58,1,44.14,1
SHP-02257,Hepatitis-B,Air,Chennai-Kolkata,6.51,6.91,6.5,48.69,0.607,2,17.3,11.94,0,0.0,0
